Seed,Degree,Nodes,Distribution,Graph_Name,RQAOA_0_2pi_N2000,Gurobi_Exact,Approx_Ratio,RQAOA_ANG,RQAOA_zs
2352388660177513068,10,30,gaussian,10d_30n_gaussiandist_2352388660177513068seed_6,124.4123047,132.2555434,0.9406963329,"[0.1727876  0.39463733 0.1727876  0.39283693 0.169646   0.39015563
 0.1727876  0.39244746 0.169646   0.39050295 0.1727876  0.39332128
 0.169646   0.39125214 0.16650441 0.39593812 0.16650441 0.39818426
 0.169646   0.39913767 0.16650441 0.39963002 0.15707963 0.39359741
 0.15393804 0.39789615 0.15079645 0.40034063 0.14765485 0.395505
 0.15393804 0.39167726 0.15707963 0.385233   0.15079645 0.38976812
 0.15707963 0.40802793 0.13508848 0.37831932 0.13194689 0.35453295
 0.16022123 0.39056576]","[-1  1  1 -1 -1 -1 -1  1  1  1  1 -1  1  1 -1  1 -1 -1  1 -1  1 -1  1 -1
  1  1 -1 -1 -1  1]"
4778396452721669940,10,30,gaussian,10d_30n_gaussiandist_4778396452721669940seed_8,113.4126546,119.7492019,0.9470848477,"[0.169646   0.38874082 0.16336282 0.38405969 0.16336282 0.38130065
 0.16336282 0.37809565 0.16022123 0.37655165 0.16022123 0.37585507
 0.16022123 0.38089061 0.16022123 0.37307101 0.16650441 0.37931488
 0.16336282 0.38132094 0.15393804 0.38314914 0.14451326 0.37900103
 0.13194689 0.37717736 0.15393804 0.38859225 0.15393804 0.38476607
 0.15079645 0.35556417 0.14451326 0.34637738 0.16022123 0.34195913
 0.1288053  0.32019899 0.19477874 0.34022526 0.21991149 0.34181885
 0.27331856 0.37194311]","[-1 -1  1  1  1  1 -1 -1  1  1  1 -1 -1  1 -1 -1 -1 -1 -1  1  1 -1  1 -1
 -1 -1 -1 -1  1  1]"
2814870713123170058,11,14,gaussian,11d_14n_gaussiandist_2814870713123170058seed_14,48.3352243,54.46550107,0.8874466103,"[0.16022123 0.36579553 0.15393804 0.36871772 0.14765485 0.36563629
 0.12566371 0.34161162 0.11623893 0.33245644 0.11309734 0.32691545]",[-1  1 -1  1  1  1 -1 -1 -1 -1  1  1 -1  1]
4689957548815269942,11,20,gaussian,11d_20n_gaussiandist_4689957548815269942seed_16,72.01755674,79.28178334,0.9083745812,"[0.16336282 0.38638775 0.16650441 0.39441287 0.17592919 0.4011908
 0.1727876  0.39175246 0.1727876  0.38656775 0.16650441 0.3839296
 0.16336282 0.37655484 0.16022123 0.37110973 0.15393804 0.37156156
 0.16336282 0.35248539 0.16336282 0.33696067 0.20734512 0.36384958]",[-1 -1  1 -1 -1  1 -1  1 -1  1  1 -1  1  1  1 -1  1 -1 -1  1]
3998615042434324625,11,22,gaussian,11d_22n_gaussiandist_3998615042434324625seed_16,79.76584806,87.4005677,0.9126467958,"[0.16336282 0.39748743 0.16336282 0.39428257 0.16022123 0.39579157
 0.16336282 0.39524375 0.15707963 0.39477275 0.15079645 0.39739706
 0.13823008 0.38999419 0.15079645 0.38682939 0.1288053  0.36535691
 0.17907078 0.38431217 0.18221237 0.38899651 0.169646   0.37412169
 0.1727876  0.37276441 0.16650441 0.37356414]",[-1 -1  1 -1  1  1  1  1  1  1 -1 -1  1 -1 -1  1 -1 -1 -1  1 -1 -1]
8359931978744367793,11,22,gaussian,11d_22n_gaussiandist_8359931978744367793seed_19,77.54190744,82.59890393,0.9387764697,"[0.16022123 0.37665549 0.16650441 0.37617477 0.17592919 0.38483722
 0.1727876  0.38303773 0.16650441 0.36296503 0.19792034 0.37572407
 0.19477874 0.3755387  0.19163715 0.36680276 0.18849556 0.36897349
 0.169646   0.35296375 0.17592919 0.35886238 0.1727876  0.35497336
 0.17907078 0.37361088 0.169646   0.36099571]",[-1 -1  1  1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1  1 -1  1  1 -1]
781458965455868581,11,24,gaussian,11d_24n_gaussiandist_781458965455868581seed_4,96.26575131,103.1723787,0.9330573989,"[0.16022123 0.39861814 0.15707963 0.39740199 0.15393804 0.39660179
 0.15393804 0.39535559 0.14451326 0.38788028 0.14451326 0.38667234
 0.14137167 0.38733043 0.14451326 0.37897262 0.169646   0.3843203
 0.16650441 0.39090949 0.15393804 0.38083654 0.15079645 0.38383785
 0.13194689 0.36405365 0.18535397 0.38998554 0.16336282 0.3784589
 0.16336282 0.3857609 ]",[-1  1  1 -1 -1  1 -1 -1 -1 -1  1  1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1]
258826205837102273,11,26,gaussian,11d_26n_gaussiandist_258826205837102273seed_4,117.1466703,123.4807149,0.948704179,"[0.16336282 0.40961678 0.16336282 0.40791364 0.16022123 0.40426916
 0.15707963 0.40126987 0.15393804 0.39944923 0.15393804 0.39775843
 0.15079645 0.39745086 0.14451326 0.38933992 0.14137167 0.3916067
 0.14137167 0.39396264 0.13508848 0.39591182 0.13508848 0.39649835
 0.14137167 0.40802003 0.1288053  0.40297661 0.1288053  0.38434119
 0.12566371 0.37031433 0.13194689 0.38937172 0.10367256 0.34652331]","[-1 -1 -1  1  1  1 -1 -1 -1  1  1  1  1  1 -1 -1 -1 -1 -1  1 -1  1  1  1
 -1  1]"
6943916143563582006,11,26,gaussian,11d_26n_gaussiandist_6943916143563582006seed_16,111.2266164,119.7973417,0.9284564653,"[0.16022123 0.39977523 0.16022123 0.39853506 0.16022123 0.39921395
 0.16022123 0.39940812 0.15707963 0.40158972 0.15707963 0.40235817
 0.15393804 0.4051787  0.14451326 0.39613093 0.14137167 0.39590176
 0.15393804 0.39028905 0.14765485 0.39492767 0.15707963 0.38905251
 0.15079645 0.39059926 0.14137167 0.38827432 0.13194689 0.38933349
 0.12252211 0.36143966 0.09424778 0.32870324 0.19477874 0.39824102]","[-1  1 -1  1 -1  1 -1  1 -1 -1  1  1 -1  1  1 -1  1 -1  1  1 -1  1 -1  1
  1  1]"
5028859803626506004,11,28,gaussian,11d_28n_gaussiandist_5028859803626506004seed_2,114.5917648,126.0995929,0.9087401646,"[0.16022123 0.40053109 0.16022123 0.4000534  0.16022123 0.40438326
 0.15707963 0.40533144 0.15707963 0.40351658 0.15393804 0.40381916
 0.15393804 0.40495017 0.14451326 0.40510536 0.14137167 0.40177959
 0.14451326 0.39483163 0.12252211 0.36199375 0.10367256 0.35174936
 0.09110619 0.33960725 0.18849556 0.3826831  0.1727876  0.37944715
 0.14137167 0.35650957 0.18849556 0.39000775 0.18221237 0.37823757
 0.16650441 0.36754577 0.13194689 0.32628237]","[-1 -1 -1  1  1 -1  1 -1  1  1  1 -1  1 -1  1  1 -1  1 -1 -1 -1 -1  1  1
  1 -1  1  1]"
739904529963441980,11,28,gaussian,11d_28n_gaussiandist_739904529963441980seed_15,99.72448233,106.9371049,0.9325526666,"[0.16022123 0.37825144 0.16336282 0.37803041 0.16336282 0.37824111
 0.16336282 0.38030756 0.16336282 0.37607756 0.1727876  0.37593141
 0.169646   0.37746181 0.16650441 0.37401447 0.15707963 0.3714973
 0.15707963 0.37467945 0.15079645 0.36872008 0.15393804 0.37932202
 0.16336282 0.36804212 0.169646   0.35433158 0.15707963 0.34422826
 0.15707963 0.33282289 0.20420352 0.36037073 0.21676989 0.36038208
 0.24818582 0.37837987 0.24818582 0.37871656]","[-1  1  1 -1 -1 -1 -1  1 -1 -1  1  1 -1  1  1  1 -1 -1 -1 -1 -1  1  1  1
  1 -1 -1  1]"
270051673460466948,11,30,gaussian,11d_30n_gaussiandist_270051673460466948seed_9,107.8910342,120.0274374,0.8988864262,"[0.16336282 0.39023454 0.16336282 0.38961556 0.16336282 0.3858008
 0.16022123 0.38246074 0.15707963 0.38126027 0.15079645 0.37542921
 0.16022123 0.37147589 0.15707963 0.36743122 0.15707963 0.36692933
 0.15393804 0.36686919 0.15079645 0.36413488 0.14451326 0.34838873
 0.16650441 0.36360304 0.16336282 0.36560617 0.16650441 0.36597071
 0.169646   0.36561361 0.15393804 0.35571837 0.19477874 0.35455707
 0.19163715 0.3538497  0.19477874 0.34962593 0.25132741 0.35451406
 0.254469   0.35769903]","[-1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1 -1 -1  1  1 -1  1 -1  1  1  1 -1  1
  1  1  1  1 -1  1]"
8134710885967449062,12,15,gaussian,12d_15n_gaussiandist_8134710885967449062seed_2,53.54935537,59.02469832,0.9072364093,"[0.15707963 0.38689644 0.15707963 0.38227006 0.14451326 0.36579503
 0.14451326 0.35987162 0.15079645 0.33884318 0.15707963 0.33788417
 0.16022123 0.34293348]",[-1  1  1  1  1 -1  1  1 -1  1  1 -1 -1  1  1]
4622072160197254250,12,20,gaussian,12d_20n_gaussiandist_4622072160197254250seed_11,93.90397406,99.92342311,0.9397593791,"[0.16022123 0.4042553  0.15707963 0.40725432 0.14765485 0.40366045
 0.14137167 0.40390471 0.14451326 0.40318517 0.14137167 0.39904699
 0.14451326 0.38716531 0.14451326 0.39066487 0.14451326 0.4050339
 0.14137167 0.40422389 0.12252211 0.39334581 0.13194689 0.38846234]",[-1  1  1 -1 -1  1 -1  1  1  1 -1  1 -1  1 -1  1 -1 -1 -1 -1]
8417849233023733443,12,20,gaussian,12d_20n_gaussiandist_8417849233023733443seed_22,77.01440387,81.8067814,0.9414183342,"[0.16022123 0.38531092 0.16022123 0.38366246 0.16022123 0.37941118
 0.16022123 0.37982225 0.15707963 0.38392066 0.14765485 0.36446608
 0.14137167 0.36135671 0.14137167 0.3643654  0.14137167 0.37492941
 0.13194689 0.37097299 0.13823008 0.37322977 0.169646   0.38467793]",[-1 -1 -1 -1  1  1  1 -1 -1 -1  1  1  1  1  1 -1  1 -1 -1 -1]
72661648971932628,12,24,gaussian,12d_24n_gaussiandist_72661648971932628seed_4,99.08466176,108.2682291,0.9151776341,"[0.15393804 0.39926646 0.15393804 0.39979282 0.15079645 0.39938432
 0.14765485 0.39682336 0.14137167 0.39578506 0.13194689 0.39043265
 0.1288053  0.38656129 0.11938052 0.36779307 0.11938052 0.36953085
 0.10995574 0.36716479 0.11623893 0.37462952 0.11309734 0.34102155
 0.15079645 0.35939826 0.14451326 0.35047994 0.17592919 0.36108981
 0.15079645 0.33349638]",[-1 -1  1  1  1 -1 -1  1 -1  1  1  1  1  1  1  1  1 -1  1  1 -1 -1 -1  1]
4831560937401059969,12,25,gaussian,12d_25n_gaussiandist_4831560937401059969seed_18,95.42223698,101.9938232,0.9355687823,"[0.15707963 0.38556698 0.15707963 0.38816057 0.15079645 0.38170355
 0.15079645 0.37915877 0.14765485 0.37800716 0.14137167 0.37095434
 0.14451326 0.36875433 0.15079645 0.36703343 0.14451326 0.35961079
 0.14137167 0.35468984 0.14451326 0.35058548 0.15079645 0.3549973
 0.15393804 0.36554611 0.15393804 0.36861058 0.17592919 0.35758837
 0.16650441 0.3373387  0.17592919 0.3544555 ]","[-1 -1  1 -1  1  1  1 -1 -1  1 -1 -1 -1  1  1  1  1 -1  1 -1 -1  1  1  1
 -1]"
4741637605423835835,12,26,gaussian,12d_26n_gaussiandist_4741637605423835835seed_4,109.871261,123.2646261,0.8913446174,"[0.15707963 0.39894596 0.15393804 0.39847761 0.15707963 0.39949013
 0.15393804 0.4004635  0.14765485 0.40067445 0.15079645 0.40135021
 0.15393804 0.40350138 0.15079645 0.40123687 0.15079645 0.40627041
 0.14451326 0.39818472 0.13823008 0.39823131 0.13508848 0.39003208
 0.14765485 0.38316547 0.14765485 0.38720087 0.14137167 0.37476741
 0.14451326 0.38314636 0.11623893 0.36062923 0.169646   0.37998085]","[-1  1 -1 -1 -1 -1 -1  1 -1  1 -1 -1  1  1  1  1  1  1 -1  1 -1 -1 -1 -1
 -1  1]"
7127478934279280132,12,26,gaussian,12d_26n_gaussiandist_7127478934279280132seed_22,102.9615164,114.3136736,0.9006929195,"[0.16022123 0.38964605 0.15707963 0.38712748 0.15707963 0.38221116
 0.16022123 0.38193332 0.16336282 0.38466467 0.16022123 0.38229462
 0.15707963 0.38289944 0.15079645 0.38157075 0.15707963 0.38173749
 0.15079645 0.38251438 0.14765485 0.37677703 0.14765485 0.37095064
 0.14137167 0.35363323 0.14451326 0.35977745 0.14765485 0.36681234
 0.14451326 0.38198513 0.13508848 0.33623004 0.22933626 0.37683031]","[-1  1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1  1  1  1 -1  1 -1 -1 -1  1 -1  1  1
  1  1]"
8783354702269236968,12,27,gaussian,12d_27n_gaussiandist_8783354702269236968seed_12,111.224541,117.4049159,0.9473584654,"[0.15707963 0.39331482 0.15393804 0.39154993 0.15707963 0.38904208
 0.16022123 0.39217045 0.15707963 0.38795639 0.15707963 0.3886837
 0.15079645 0.38448686 0.15079645 0.37653957 0.14765485 0.3806307
 0.14451326 0.37227045 0.14451326 0.37199544 0.14137167 0.36832519
 0.13508848 0.36697078 0.12566371 0.34645908 0.12252211 0.34597832
 0.13508848 0.3392322  0.14765485 0.33975103 0.13508848 0.33146763
 0.10367256 0.30863702]","[-1 -1 -1 -1  1 -1  1  1 -1  1 -1  1  1 -1 -1  1  1  1  1  1  1 -1 -1  1
  1  1 -1]"
3536441813670182248,12,29,gaussian,12d_29n_gaussiandist_3536441813670182248seed_16,112.3409973,121.5932777,0.923907961,"[0.15707963 0.38487942 0.15393804 0.3814254  0.14765485 0.37322252
 0.15079645 0.36792622 0.14137167 0.36101067 0.15393804 0.36690989
 0.16022123 0.37229423 0.15393804 0.36837224 0.16336282 0.37745873
 0.16022123 0.37815125 0.15393804 0.36689184 0.1727876  0.37427408
 0.169646   0.37391272 0.16650441 0.3737562  0.16336282 0.36162306
 0.18221237 0.36587938 0.18535397 0.36259322 0.2136283  0.37642789
 0.21676989 0.36907869 0.21676989 0.38596942 0.22619467 0.38750116]","[-1  1  1  1 -1  1  1  1 -1 -1  1 -1 -1 -1 -1 -1  1 -1 -1 -1  1  1  1  1
  1 -1  1  1  1]"
6040505346444979169,13,16,gaussian,13d_16n_gaussiandist_6040505346444979169seed_18,59.78147691,64.97057515,0.9201315638,"[0.15393804 0.38244768 0.16022123 0.38800941 0.16022123 0.38575996
 0.16022123 0.39815798 0.15079645 0.39822806 0.14451326 0.38365563
 0.169646   0.38564978 0.16022123 0.37471077]",[-1  1 -1 -1 -1  1 -1 -1  1 -1 -1 -1  1  1  1  1]
7883952182151921099,13,16,gaussian,13d_16n_gaussiandist_7883952182151921099seed_23,57.32325493,60.50728409,0.9473777545,"[0.15393804 0.3759163  0.14451326 0.3637486  0.13823008 0.35950411
 0.13508848 0.35462713 0.13823008 0.35460328 0.13823008 0.34793832
 0.15707963 0.35510458 0.14765485 0.35319194]",[-1  1  1 -1  1 -1  1  1  1  1  1  1 -1 -1 -1  1]
3100136780219983456,13,18,gaussian,13d_18n_gaussiandist_3100136780219983456seed_12,68.94504549,72.99801371,0.9444783767,"[0.14765485 0.38254137 0.15079645 0.37650916 0.15079645 0.37543617
 0.15393804 0.37952669 0.15393804 0.37682581 0.15707963 0.39064553
 0.14137167 0.3851847  0.1288053  0.36587059 0.16336282 0.36247021
 0.13508848 0.32259665]",[-1  1 -1  1  1 -1  1 -1  1  1 -1 -1 -1 -1 -1 -1 -1  1]
1761616278329150776,13,20,gaussian,13d_20n_gaussiandist_1761616278329150776seed_8,76.80854476,84.02170181,0.9141512621,"[0.14451326 0.37064916 0.14451326 0.37336369 0.14451326 0.37062327
 0.14137167 0.37876021 0.13508848 0.37896227 0.14137167 0.37424191
 0.14765485 0.37034478 0.16650441 0.36650992 0.169646   0.34848406
 0.18535397 0.33678966 0.18849556 0.33485279 0.20734512 0.33286787]",[-1 -1  1 -1 -1  1  1  1  1 -1 -1  1  1 -1 -1 -1  1  1 -1  1]
3402758566043979132,13,20,gaussian,13d_20n_gaussiandist_3402758566043979132seed_10,75.16939506,82.75770637,0.9083068919,"[0.14765485 0.38004257 0.14765485 0.37746542 0.14765485 0.36956122
 0.14451326 0.37116392 0.13823008 0.36399349 0.13823008 0.35886144
 0.14765485 0.36166562 0.14451326 0.34944704 0.14451326 0.34953089
 0.13823008 0.35227264 0.12566371 0.34206779 0.16650441 0.36202757]",[-1  1  1 -1 -1 -1  1  1 -1  1 -1 -1  1 -1 -1  1 -1 -1  1 -1]
8643825309590367249,13,20,gaussian,13d_20n_gaussiandist_8643825309590367249seed_12,85.28413506,90.30646463,0.9443857138,"[0.14765485 0.38125236 0.15079645 0.37643116 0.14765485 0.37646641
 0.15393804 0.38997098 0.15079645 0.39394739 0.15393804 0.398078
 0.14137167 0.39956948 0.1288053  0.39386929 0.13823008 0.37683966
 0.1288053  0.3575187  0.16336282 0.37487547 0.15079645 0.34314467]",[-1  1  1 -1 -1 -1  1 -1 -1  1  1 -1 -1 -1  1 -1 -1  1  1 -1]
1929959085552882299,13,20,gaussian,13d_20n_gaussiandist_1929959085552882299seed_16,90.36416757,98.02519871,0.9218463085,"[0.15079645 0.40771654 0.14765485 0.41394556 0.14451326 0.40629861
 0.14451326 0.40621239 0.14137167 0.40368726 0.14137167 0.40151192
 0.13823008 0.40099462 0.11938052 0.3891075  0.1288053  0.38491048
 0.1288053  0.37313459 0.1727876  0.38984757 0.14451326 0.36526216]",[-1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1 -1 -1  1  1  1]
2577561338465391726,13,22,gaussian,13d_22n_gaussiandist_2577561338465391726seed_10,94.37568759,107.7875811,0.8755710688,"[0.14765485 0.38662632 0.14451326 0.38816616 0.13823008 0.38467024
 0.14137167 0.38198648 0.13508848 0.37923643 0.1288053  0.37344066
 0.12252211 0.37396809 0.12252211 0.38176189 0.10681415 0.37897103
 0.1288053  0.36036945 0.13194689 0.34970473 0.12566371 0.3420353
 0.17907078 0.35891037 0.20106193 0.35964128]",[-1  1 -1  1 -1  1 -1  1 -1  1  1  1  1  1  1 -1  1 -1 -1 -1 -1 -1]
8160645823816788866,13,22,gaussian,13d_22n_gaussiandist_8160645823816788866seed_12,90.08138495,96.63376275,0.9321937011,"[0.14765485 0.38961357 0.14451326 0.38671601 0.14451326 0.38622244
 0.14137167 0.38169059 0.13823008 0.37438314 0.13194689 0.36130334
 0.12252211 0.35564553 0.13194689 0.36949007 0.12252211 0.35349239
 0.11623893 0.3389723  0.12566371 0.33510829 0.1288053  0.34254343
 0.11938052 0.33487497 0.13194689 0.33618675]",[-1 -1 -1 -1 -1  1  1  1  1 -1  1  1 -1 -1  1 -1  1 -1 -1  1 -1  1]
1509586285951205974,13,26,gaussian,13d_26n_gaussiandist_1509586285951205974seed_3,107.3354729,114.3051849,0.9390254077,"[0.14765485 0.38429227 0.14765485 0.38299086 0.14765485 0.38177423
 0.14765485 0.37955301 0.14451326 0.37509007 0.14765485 0.38117147
 0.14137167 0.38283002 0.13508848 0.37982405 0.13194689 0.37881887
 0.13194689 0.36280867 0.14451326 0.37167145 0.14765485 0.37979663
 0.15079645 0.37889871 0.14765485 0.37701727 0.13823008 0.37094636
 0.16336282 0.36769155 0.17592919 0.36040069 0.17907078 0.3649255 ]","[-1 -1 -1 -1  1  1  1 -1 -1  1 -1 -1  1 -1 -1 -1  1 -1 -1  1 -1  1 -1  1
  1 -1]"
5852281665505964054,13,28,gaussian,13d_28n_gaussiandist_5852281665505964054seed_5,129.051906,138.8387624,0.9295091932,"[0.14765485 0.39872879 0.14137167 0.39251792 0.14137167 0.39729209
 0.14137167 0.39717123 0.13823008 0.39757287 0.14137167 0.39501857
 0.13508848 0.38832364 0.13194689 0.38457021 0.12566371 0.37878904
 0.13823008 0.38608493 0.14137167 0.38490383 0.13823008 0.38319524
 0.13508848 0.38237483 0.13194689 0.38536873 0.12252211 0.38507677
 0.12252211 0.36055512 0.13194689 0.37288063 0.12566371 0.37232982
 0.12566371 0.3512594  0.10995574 0.3138559 ]","[-1 -1  1  1  1 -1 -1  1 -1 -1  1 -1 -1  1 -1 -1 -1 -1  1 -1 -1  1  1  1
  1 -1 -1 -1]"
5662692928521938881,13,28,gaussian,13d_28n_gaussiandist_5662692928521938881seed_12,117.5886894,128.4671648,0.9153209659,"[0.14765485 0.38952262 0.14765485 0.38755175 0.14137167 0.38547471
 0.14451326 0.38272076 0.14451326 0.381491   0.15079645 0.38484214
 0.14765485 0.3827328  0.14451326 0.37651571 0.14451326 0.37201416
 0.14137167 0.36078764 0.14137167 0.36283456 0.13823008 0.36645297
 0.1288053  0.36022841 0.12566371 0.35654486 0.13194689 0.35539127
 0.12566371 0.34858188 0.11623893 0.34586334 0.15393804 0.36692152
 0.13508848 0.33284451 0.169646   0.34168153]","[-1 -1 -1  1 -1 -1  1 -1 -1 -1 -1 -1 -1  1 -1 -1  1 -1  1  1 -1  1 -1 -1
  1  1  1 -1]"
3514267855280160735,13,28,gaussian,13d_28n_gaussiandist_3514267855280160735seed_17,110.6738112,122.7837601,0.9013717376,"[0.14765485 0.38703723 0.15079645 0.38893695 0.14451326 0.38590831
 0.14765485 0.38895605 0.14765485 0.38595164 0.14451326 0.38671414
 0.14137167 0.3835119  0.14137167 0.37956484 0.14451326 0.37447479
 0.14451326 0.37527838 0.14451326 0.37528617 0.14137167 0.37003694
 0.16022123 0.38033869 0.15707963 0.37646957 0.15079645 0.37811964
 0.15393804 0.37751889 0.16022123 0.35525043 0.15393804 0.34214536
 0.20420352 0.35776113 0.22305308 0.39286952]","[-1 -1  1 -1  1  1  1 -1 -1 -1  1 -1 -1  1  1  1  1 -1  1  1  1  1  1 -1
 -1 -1  1  1]"
2196722364537300209,13,30,gaussian,13d_30n_gaussiandist_2196722364537300209seed_22,119.2945612,139.0005795,0.8582306753,"[0.14765485 0.38965624 0.14451326 0.38847994 0.14137167 0.38672789
 0.13823008 0.38484983 0.13508848 0.37793246 0.13194689 0.3737409
 0.14137167 0.37701299 0.13508848 0.37673969 0.12566371 0.37051204
 0.11623893 0.36065095 0.14137167 0.36366225 0.14137167 0.36367997
 0.13823008 0.36048284 0.13823008 0.35992392 0.13508848 0.34722645
 0.14451326 0.35132665 0.13508848 0.34070668 0.13823008 0.3432165
 0.13194689 0.32038534 0.16650441 0.33539517 0.13823008 0.30407564
 0.18221237 0.32774266]","[-1  1  1 -1 -1  1  1 -1  1  1  1 -1  1 -1 -1 -1  1 -1 -1  1  1  1 -1 -1
  1  1  1 -1 -1  1]"
2746481166015507466,14,17,gaussian,14d_17n_gaussiandist_2746481166015507466seed_2,67.16438072,71.25378499,0.9426079012,"[0.14451326 0.38885688 0.14137167 0.38553766 0.1288053  0.38305593
 0.1288053  0.35114311 0.1288053  0.34109603 0.11938052 0.33837742
 0.10681415 0.32475025 0.15707963 0.3410777  0.14137167 0.32695523]",[-1  1  1  1  1  1 -1  1 -1 -1  1 -1  1  1 -1  1 -1]
454490054695139237,14,17,gaussian,14d_17n_gaussiandist_454490054695139237seed_9,70.99888636,74.99380587,0.9467300071,"[0.14451326 0.39730826 0.14451326 0.39561822 0.14451326 0.39057996
 0.14451326 0.3880313  0.13508848 0.36843498 0.1288053  0.35737044
 0.12252211 0.34920461 0.12566371 0.35002613 0.16022123 0.3908907 ]",[-1  1 -1 -1 -1  1 -1 -1 -1  1 -1  1  1 -1 -1 -1  1]
4635338802327042979,14,17,gaussian,14d_17n_gaussiandist_4635338802327042979seed_10,65.74902854,76.85616664,0.8554814977,"[0.14451326 0.38600108 0.14765485 0.38274971 0.14451326 0.37954296
 0.13823008 0.37289891 0.14137167 0.38337991 0.13823008 0.37252957
 0.12252211 0.35392658 0.11309734 0.33857859 0.10681415 0.33046596]",[-1  1  1 -1  1  1 -1 -1  1  1 -1  1  1 -1 -1 -1 -1]
1549716104809866615,14,18,gaussian,14d_18n_gaussiandist_1549716104809866615seed_9,74.76170554,80.10848323,0.9332557867,"[0.13823008 0.37383652 0.13823008 0.37057585 0.13508848 0.37659558
 0.14137167 0.38511161 0.13508848 0.38050559 0.1288053  0.36826711
 0.1727876  0.39674138 0.14137167 0.37637629 0.16022123 0.40279553
 0.18221237 0.40892778]",[-1  1  1  1 -1  1  1  1 -1 -1  1  1  1  1  1 -1 -1 -1]
1564708340757964772,14,18,gaussian,14d_18n_gaussiandist_1564708340757964772seed_12,77.49858944,86.59397485,0.8949651471,"[0.14137167 0.40715935 0.13508848 0.40195834 0.13508848 0.4060136
 0.13194689 0.40006581 0.1288053  0.38377449 0.13194689 0.39103372
 0.12252211 0.37795513 0.12252211 0.36062005 0.13194689 0.34343106
 0.13508848 0.353491  ]",[-1  1 -1 -1  1 -1  1 -1 -1  1  1 -1 -1  1  1  1 -1  1]
9219147472714694777,14,19,gaussian,14d_19n_gaussiandist_9219147472714694777seed_0,75.15649594,83.57912391,0.8992256968,"[0.13823008 0.37705513 0.13823008 0.36804226 0.13194689 0.36688441
 0.12566371 0.36012815 0.13823008 0.35895675 0.1288053  0.34842857
 0.13508848 0.34402571 0.14137167 0.3498796  0.13508848 0.34565294
 0.10367256 0.3218419  0.15393804 0.34899088]",[-1  1 -1  1 -1 -1 -1  1  1  1 -1 -1  1 -1 -1  1  1 -1 -1]
2074059563689592989,14,19,gaussian,14d_19n_gaussiandist_2074059563689592989seed_12,81.28135653,86.12786252,0.9437289415,"[0.14137167 0.38306377 0.13508848 0.37489136 0.13194689 0.36481606
 0.13508848 0.36647067 0.13508848 0.37818974 0.12566371 0.36277596
 0.12566371 0.36690555 0.14451326 0.38401274 0.13194689 0.35983243
 0.13508848 0.36862223 0.14451326 0.35192359]",[-1  1 -1 -1 -1  1  1  1  1  1  1 -1 -1 -1  1  1 -1  1  1]
8461293251061714865,14,21,gaussian,14d_21n_gaussiandist_8461293251061714865seed_0,92.91255034,103.9840275,0.8935271366,"[0.14451326 0.39303676 0.14451326 0.39493265 0.13823008 0.38831366
 0.13508848 0.38292907 0.12566371 0.37110318 0.1288053  0.37078918
 0.14451326 0.37754815 0.14137167 0.38344255 0.14451326 0.38476614
 0.14137167 0.36675204 0.13508848 0.35059148 0.14765485 0.36001644
 0.1288053  0.34237847]",[-1  1  1 -1 -1 -1  1 -1 -1 -1  1 -1  1 -1  1  1 -1  1 -1 -1  1]
249403128539228500,14,21,gaussian,14d_21n_gaussiandist_249403128539228500seed_7,89.87249687,96.87545498,0.9277117397,"[0.14137167 0.40266379 0.14137167 0.39793498 0.13823008 0.40363301
 0.13194689 0.39605715 0.13194689 0.38478294 0.13194689 0.38659591
 0.12252211 0.37419671 0.12252211 0.36768432 0.11309734 0.3694597
 0.13823008 0.36404119 0.13194689 0.36053804 0.11623893 0.35150264
 0.11938052 0.34173585]",[-1 -1  1 -1 -1  1 -1  1  1  1 -1 -1  1 -1  1  1 -1  1 -1 -1  1]
9070400600394917346,14,21,gaussian,14d_21n_gaussiandist_9070400600394917346seed_19,92.06480142,99.47947963,0.9254652494,"[0.14451326 0.38568234 0.14137167 0.38557939 0.14137167 0.38512137
 0.13508848 0.38167949 0.1288053  0.37864481 0.12566371 0.36773843
 0.12252211 0.36618123 0.14765485 0.36098747 0.14137167 0.35747912
 0.13194689 0.34946452 0.15079645 0.36975997 0.14137167 0.37360805
 0.13194689 0.35659216]",[-1 -1  1  1 -1  1  1 -1 -1  1 -1 -1  1  1 -1 -1  1 -1 -1 -1  1]
3097327881802647220,14,22,gaussian,14d_22n_gaussiandist_3097327881802647220seed_12,89.98941423,98.85722861,0.9102967532,"[0.14137167 0.38627775 0.13508848 0.37814086 0.13508848 0.37733613
 0.13194689 0.36715554 0.12566371 0.36221922 0.14451326 0.36689301
 0.13823008 0.36666068 0.13508848 0.36303034 0.13508848 0.35077328
 0.1288053  0.33900765 0.12566371 0.33221126 0.11938052 0.32267698
 0.15393804 0.35318339 0.14137167 0.34834155]",[-1  1  1  1 -1  1  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1  1]
